model.rxnNames	ecST6512_avg	ecST6512_std	ecOKYL029_avg	ecOKYL029_std	ecJFYL07_avg	ecJFYL07_std	ecJFYL14_avg	ecJFYL14_std	ecJFYL18_avg	ecJFYL18_std
2-oxoglutarate exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2-oxoglutarate transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2-oxoglutarate transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
3-carboxy-4-methyl-2-oxopentanoate transport	0.01784858	0.00058064	0.01567060	0.00034621	0.01199984	0.00075740	0.01692041	0.00278629	0.01452489	0.00050312
3-methyl-2-oxopentanoate transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
3-octaprenyl-4-hydroxybenzoate transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
4-aminobenzoate exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
4-aminobenzoate transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
4-aminobenzoate transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
4-aminobutanal transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
4-aminobutyrate transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
4-hydroxy-2-oxoglutarate transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
4-hydroxy-2-oxoglutarate transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
4-hydroxybenzoate transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
5'-nucleotidase (AMP)	0.00040864	0.00613000	0.00032243	0.00524621	0.00022954	0.00368343	0.00082268	0.01097425	0.00030846	0.00569707
5'-nucleotidase (dAMP)	0.00001876	0.00016268	0.00001842	0.00015347	0.00000969	0.00010343	0.00001297	0.00014794	0.00001357	0.00013543
5'-nucleotidase (dCMP)	0.00000291	0.00006557	0.00000283	0.00005803	0.00000211	0.00005266	0.00000338	0.00007958	0.00000275	0.00007025
5'-nucleotidase (dGMP)	0.00002258	0.00020350	0.00001864	0.00017001	0.00001763	0.00014823	0.00001784	0.00017380	0.00001901	0.00016471
5'-nucleotidase (dTMP)	0.00032979	0.00569695	0.00020037	0.00447632	0.00018756	0.00419150	0.00062479	0.01088361	0.00032094	0.00606246
5'-nucleotidase (dUMP)	0.00007889	0.00278830	0.00012572	0.00337808	0.00026471	0.00483650	0.00042146	0.00860485	0.00015478	0.00413574
5'-nucleotidase (GMP)	0.00040253	0.00536853	0.00037016	0.00537220	0.00035467	0.00521442	0.00072353	0.01046901	0.00055801	0.00688849
5'-nucleotidase (XMP)	0.00006987	0.00059455	0.00005334	0.00050862	0.00002498	0.00024081	0.00002682	0.00027721	0.00011585	0.00048561
5-aminolevulinate exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
5-aminolevulinate transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
5-formethyltetrahydrofolate cyclo-ligase	0.00000805	0.00011162	0.00000888	0.00018103	0.00000948	0.00013661	0.00001066	0.00018827	0.00000363	0.00006100
5-formyltetrahydrofolate:10-formyltetrahydrofolate isomerase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
5-formyltetrahydrofolic acid exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
7,8-diaminononanoate exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
7,8-diaminononanoate transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
8-amino-7-oxononanoate exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
9H-xanthine exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
acetaldehyde exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
acetaldehyde transport	-0.00056015	0.00745842	-0.00161168	0.01509325	-0.00051226	0.00677240	-0.00415021	0.04221724	-0.00032362	0.00475737
acetaldehyde transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
acetate exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
acetate transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
acetyl-CoA transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
acetylcarnitine transport	0.00014479	0.00185345	0.00008176	0.00113598	0.00007286	0.00091233	0.00046078	0.00269850	0.00173337	0.00524967
adenine exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
adenine transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
adenosine 3',5'-bismonophosphate exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
adenosine 3',5'-bisphosphate transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
adenosine exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ADP transport	0.00027990	0.00075053	0.00009455	0.00052879	0.00052304	0.00051645	-0.00000836	0.00070969	0.00010444	0.00087546
ADP transport	-0.00002588	0.00041930	-0.00003648	0.00050508	-0.00001278	0.00022596	-0.00002360	0.00034022	-0.00002393	0.00037782
AKG transporter, peroxisome	0.03829381	0.00375941	0.01927950	0.00153020	0.06500926	0.00670832	0.05192073	0.02045659	-0.00000649	0.00015608
allantoate exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
allantoin exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
alpha,alpha-trehalose exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
alpha-D-glucosamine 6-phosphate exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
alpha-ketoglutarate/malate transporter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ammonium exchange	-0.68724762	0.02363158	-0.55245531	0.02053859	-0.67861173	0.01816108	-0.57378387	0.00829036	-0.52174092	0.03302395
AMP transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
arginine transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
asparagine transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
aspartate-glutamate transporter	0.03829381	0.00375941	0.01927950	0.00153020	0.06500926	0.00670832	0.05192073	0.02045659	-0.00000649	0.00015608
ATP diffusion	-0.00027990	0.00075053	-0.00009455	0.00052879	-0.00052304	0.00051645	0.00000836	0.00070969	-0.00010444	0.00087546
ATP transport	0.00002588	0.00041930	0.00003648	0.00050508	0.00001278	0.00022596	0.00002360	0.00034022	0.00002393	0.00037782
bicarbonate exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
bicarbonate formation	0.00015438	0.00054044	0.00005737	0.00031758	0.00011959	0.00075020	0.00054574	0.00277700	0.00015999	0.00049669
bicarbonate formation	0.36954327	0.07061495	0.45411446	0.08198137	0.56878416	0.10750122	0.01981403	0.09630261	0.00525202	0.06105309
bicarbonate formation	0.01060287	0.06880005	0.01111127	0.08005715	0.01564018	0.09809339	0.37022182	0.09833230	0.44905252	0.06690824
bicarbonate formation	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
bicarbonate transport	-0.36954327	0.07061495	-0.45411446	0.08198137	-0.56878416	0.10750122	-0.01981403	0.09630261	-0.00525202	0.06105309
biotin exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
carbon dioxide exchange	2.10276963	0.02667867	2.02760288	0.01836983	2.09294619	0.02309144	2.40506523	0.02500234	2.23703928	0.03926427
carnitine transport	0.00014479	0.00185345	0.00008176	0.00113598	0.00007286	0.00091233	0.00046078	0.00269850	0.00173337	0.00524967
carnitine-acetylcarnitine carrier	0.00066037	0.00253152	0.00083780	0.00254809	0.00003455	0.00079662	0.00003055	0.00082626	0.00002829	0.00095846
CDP transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ceramide transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ceramide transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ceramide transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ceramide transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ceramide transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ceramide transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
cholestenol delta-isomerase, lumped reaction	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
choline exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
choline transport	0.00000591	0.00012617	0.00000702	0.00012157	0.00000626	0.00009778	0.00000939	0.00014827	0.00000885	0.00013047
chorismate pyruvate lyase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
citrate transport	-0.00078472	0.00001711	-0.00094602	0.00000931	-0.00345785	0.00005963	-0.00250613	0.00004007	-0.00926874	0.00019520
citrate(3-) exchange	0.00078472	0.00001711	0.00094602	0.00000931	0.00345785	0.00005963	0.00250613	0.00004007	0.00926874	0.00019520
citrate/isocitrate antiport	-0.03962681	0.00160185	-0.01932896	0.00130894	-0.06672658	0.00415442	-0.05353827	0.01939852	0.00000000	0.00000000
citrate/malate antiport	-0.03913452	0.00319884	-0.01836394	0.00377330	-0.06667150	0.00427876	-0.05350035	0.01944573	0.00134663	0.00499076
CMP nucleosidase	0.00002996	0.00074012	0.00003070	0.00073783	0.00001088	0.00042354	0.00009305	0.00183539	0.00005299	0.00107647
CO2 transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
CO2 transport	-0.36954327	0.07061495	-0.45411446	0.08198137	-0.56878416	0.10750122	-0.01981403	0.09630261	-0.00525202	0.06105309
CO2 transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
CO2 transport	-1.84957340	0.02683944	-1.94096905	0.02606882	-2.13354657	0.03923463	-1.40817245	0.04153951	-1.96576741	0.03470852
CO2 transport	2.10276963	0.02667867	2.02760288	0.01836983	2.09294619	0.02309144	2.40506523	0.02500234	2.23703928	0.03926427
coenzyme A transport	-0.00056401	0.00602618	-0.00050911	0.00574380	-0.00051968	0.00538681	-0.00125595	0.01165881	-0.00023997	0.00204818
coenzyme A transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
coenzyme A transport	0.00063276	0.00155062	0.00049529	0.00151405	0.00048204	0.00117155	0.00075453	0.00196581	0.00067960	0.00163781
complex sphingolipid transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
cytidine exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
cytidylate kinase (CMP)	-0.00203452	0.00306492	-0.00143930	0.00324870	-0.00038346	0.00312817	-0.00024110	0.00759437	-0.00049121	0.00361466
cytidylate kinase (dCMP)	-0.00093614	0.00023923	-0.00081768	0.00021645	-0.00060843	0.00023181	-0.00084877	0.00030661	-0.00073211	0.00026325
cytosine exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
D-arabinose exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
D-arabinose transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
D-erythrose 4-phosphate transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
D-fructose exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
D-galactose exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
D-galacturonate exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
D-glucitol exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
D-glucosamine 6-phosphate uniport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
D-glucose exchange	-1.00000000	0.00000000	-1.00000000	0.00000000	-1.00000000	0.00000000	-1.00000000	0.00000000	-1.00000000	0.00000000
D-mannose exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
D-ribose exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
D-sorbitol transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
D-xylose exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
D-xylose transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
dADP transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
dCDP transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ATP deamination	0.00002337	0.00062431	0.00003255	0.00090041	0.00002618	0.00058496	0.00003649	0.00071474	0.00003236	0.00076215
dATP deamination	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ADP deamination	0.00005125	0.00091017	0.00007545	0.00137998	0.00006406	0.00090917	0.00009517	0.00112387	0.00007943	0.00119024
dADP deamination	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
deamino-NAD+ diffusion	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
decanoate exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
deoxyadenosine transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
deoxyadenylate kinase	-0.00093462	0.00016343	-0.00082657	0.00015418	-0.00062462	0.00010438	-0.00086053	0.00014885	-0.00075710	0.00013640
deoxycytidine exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
deoxycytidine transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
deoxyguanosine transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
deoxyinosine transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
deoxyuridine kinase (ATP:deoxyuridine)	0.00012313	0.00279978	0.00016562	0.00338502	0.00029413	0.00483859	0.00045565	0.00860653	0.00019011	0.00414055
deoxyuridine transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
dephospho-CoA kinase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
dGDP transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
dhnpt transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
diamine transaminase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
dihydrofolate transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
dihydroneopterin triphosphate pyrophosphatase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
dihydropteroate transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
dihydroxyacetone phosphate transport	0.00173023	0.01176566	0.00135929	0.01309568	0.13503577	0.06281437	0.00384309	0.03512727	0.01827048	0.04553332
diphosphate transport	-0.00009426	0.00089464	-0.00005898	0.00063666	-0.00006998	0.00061711	-0.00009379	0.00091407	-0.00009356	0.00069797
dolichol phosphate transport	-0.02145040	0.00020321	-0.01892768	0.00016118	-0.01440225	0.00017629	-0.01985076	0.00017085	-0.01741434	0.00018605
dTTP exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
dTTP uniport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
dUDP diffusion	0.00030508	0.00068884	0.00012205	0.00040681	0.00055258	0.00037778	0.00001884	0.00056406	0.00013627	0.00076823
dUMP transport	-0.00030508	0.00068884	-0.00012205	0.00040681	-0.00055258	0.00037778	-0.00001884	0.00056406	-0.00013627	0.00076823
episterol exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ergosta-5,6,22,24,(28)-tetraen-3beta-ol transport	0.00196278	0.00001859	0.00173194	0.00001475	0.00193732	0.00002371	0.00267023	0.00002298	0.00234249	0.00002503
ergosterol exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ergosterol transport	0.00196239	0.00003341	0.00173193	0.00001475	0.00193731	0.00002371	0.00267021	0.00002299	0.00234248	0.00002504
ergosterol transport	-0.00019754	0.00253145	-0.00017820	0.00238443	-0.00026356	0.00291712	-0.00038317	0.00457714	-0.00033664	0.00375981
ergosterol transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ethanol exchange	0.01447300	0.00026495	0.07534668	0.00101245	0.00973892	0.00038462	0.01164444	0.00018732	0.01752585	0.00029725
ethanol transport	0.01447300	0.00026495	0.07534668	0.00101245	0.00973892	0.00038462	0.01164444	0.00018732	0.01752585	0.00029725
ethanol transport, mitochondrial	-0.00047708	0.00744156	-0.00156027	0.01507158	-0.00047254	0.00676315	-0.00398345	0.04221663	-0.00021908	0.00462403
ethanolamine exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
farnesyl diphosphate transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
decanoate (n-C10:0) transport, cytoplasm-peroxisome	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
laurate (n-C12:0) transport, cytoplasm-peroxisome	-0.00002273	0.00033009	-0.00003064	0.00043602	-0.00001726	0.00021119	-0.00004977	0.00054090	-0.00002545	0.00032102
myristate (n-C14:0) transport, cytoplasm-peroxisome	-0.00007532	0.00045240	-0.00005080	0.00050545	-0.00002929	0.00031737	-0.00006449	0.00063822	-0.00005822	0.00047135
palmitate (n-C16:0) transport, cytoplasm-peroxisome	-0.00014820	0.00064950	-0.00006456	0.00050301	-0.00012333	0.00051704	-0.00018494	0.00085863	-0.00014035	0.00063442
palmitoleate (n-C16:1) transport, cytoplasm-peroxisome	-0.00002680	0.00051966	-0.00005645	0.00079676	-0.00001686	0.00034091	-0.00003148	0.00059857	-0.00001192	0.00029497
octanoate (n-C8:0) transport, cytoplasm-peroxisome	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
myristate (n-C14:0) transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
fecosterol exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FMN adenylyltransferase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
FMN exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
folic acid exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
formate exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
formate transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
formate transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
formate transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
fructose-1-phosphate kinase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
fumarate(2-) exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
gamma-aminobutyrate exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
GDP transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
GDP transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
GDP-alpha-D-mannose transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
glucose transport, vacuolar	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
glutathione disulfide exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
glutathione exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
glycerol exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
glycerol-3-phosphate shuttle	0.00180681	0.01176553	0.00142687	0.01309556	0.13511135	0.06281400	0.00394727	0.03512709	0.01836188	0.04553318
glycine exchange	0.00019819	0.00130392	0.00004767	0.00099345	0.00093740	0.00562758	0.00052824	0.00548500	0.00003352	0.00021367
glycine transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
glycoaldehyde transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
glycoaldehyde transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
glycolaldehyde exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
glyoxylate exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
glyoxylate transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
glyoxylate transport	-0.03829381	0.00375941	-0.01927950	0.00153020	-0.06500926	0.00670832	-0.05192073	0.02045659	0.00000649	0.00015608
guanine exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
guanine transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
guanosine exchange	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
guanosine kinase	0.00033157	0.00518389	0.00031836	0.00518329	0.00030343	0.00500701	0.00058442	0.01011977	0.00040266	0.00632876
guanosine transport	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
