YALI0;YALI1
YALI0D08690g;YALI1_D11159g
YALI0D08712g;YALI1_D11177g
YALI0D08734g;YALI1_D11203g
YALI0D08756g;YALI1_D11242g
YALI0D08778g;YALI1_D11256g
YALI0D08800g;YALI1_D11272g
;YALI1_D11278r
YALI0D08822g;YALI1_D11302g
YALI0D08844g;YALI1_D11343g
YALI0D08866g;YALI1_D11354g
YALI0D08888g;YALI1_D11368g
YALI0D08910g;YALI1_D11402g
YALI0D08932g;YALI1_D11406g
YALI0D08954g;YALI1_D11437g
YALI0D08976g;YALI1_D11442g
YALI0D08998g;YALI1_D11479g
YALI0D09020g;YALI1_D11486g
YALI0D09042g;YALI1_D11514g
YALI0D09064g;YALI1_D11542g
YALI0D09086g;YALI1_D11592g
YALI0D09119g;YALI1_D11614g
YALI0D09141g;YALI1_D11623g
YALI0D09163g;YALI1_D11633g
;YALI1_D11641g
YALI0D09185g;YALI1_D11653g
YALI0D09207g;YALI1_D11666g
YALI0D09229g;YALI1_D11686g
YALI0D09251g;YALI1_D11722g
;YALI1_D11756g
YALI0D09273g;YALI1_D11769g
YALI0D09295g;YALI1_D11810g
YALI0D09317g;YALI1_D11844g
;YALI1_D11913g
YALI0D09333g;YALI1_D11934g
YALI0D09339g;YALI1_D11937g
;YALI1_D11964g
;YALI1_D11971g
YALI0D09361g;YALI1_D11984g
YALI0D09383g;YALI1_D12028g
YALI0D09405r;YALI1_D12038r
YALI0D09427g;YALI1_D12050g
YALI0D09449g;YALI1_D12056g
YALI0D09471g;YALI1_D12074g
YALI0D09493g;YALI1_D12091g
YALI0D09515r;YALI1_D12100r
YALI0D09559r;YALI1_D12101r
YALI0D09581r;YALI1_D12115r
;YALI1_D12135g
YALI0D09603g;YALI1_D12147g
YALI0D09625g;YALI1_D12172g
YALI0D09647g;YALI1_D12198g
YALI0D09669g;YALI1_D12252g
YALI0D09691g;YALI1_D12271g
YALI0D09713g;YALI1_D12282g
YALI0D09735g;YALI1_D12315g
YALI0D09757g;YALI1_D12342g
YALI0D09779g;YALI1_D12355g
;YALI1_D12376g
YALI0D09801g;YALI1_D12403g
YALI0D09823g;YALI1_D12447g
YALI0D09845g;YALI1_D12483g
YALI0D09867g;YALI1_D12493g
YALI0D09889g;YALI1_D12513g
;YALI1_D12523g
YALI0D09911g;YALI1_D12543g
YALI0D09933g;YALI1_D12567g
;YALI1_D12587g
YALI0D09955g;YALI1_D12626g
YALI0D09977g;YALI1_D12630g
YALI0D09999g;YALI1_D12646g
YALI0D10021g;YALI1_D12690g
YALI0D10043g;YALI1_D12723g
YALI0D10065g;YALI1_D12750g
YALI0D10087g;YALI1_D12760g
YALI0D10104g;YALI1_D12790g
YALI0D10109g;YALI1_D12815g
YALI0D10131g;YALI1_D12832g
YALI0D10153g;YALI1_D12858g
;YALI1_D12871g
;YALI1_D12877g
YALI0D10175g;YALI1_D12880g
YALI0D10197r;YALI1_D12900r
YALI0D10215r;YALI1_D12901r
YALI0D10234g;YALI1_D12909g
YALI0D10263g;YALI1_D12930g
;YALI1_D12940g
YALI0D10274g;YALI1_D12956g
YALI0D10285g;YALI1_D12964g
YALI0D10307g;YALI1_D12996g
;YALI1_D13013g
YALI0D10329g;YALI1_D13019g
;YALI1_D13034r
;YALI1_D13042g
YALI0D10395r;YALI1_D13056r
YALI0D10417g;YALI1_D13071g
YALI0D10439r;YALI1_D13105r
YALI0D10461g;YALI1_D13108g
YALI0D10483g;YALI1_D13124g
YALI0D10505g;YALI1_D13126g
YALI0D10527g;YALI1_D13160g
YALI0D10549g;YALI1_D13201g
YALI0D10571g;YALI1_D13226g
YALI0D10593g;YALI1_D13238g
YALI0D10615g;YALI1_D13251g
YALI0D10626r;YALI1_D13271r
YALI0D10637r;YALI1_D13285r
YALI0D10659g;YALI1_D13298g
;YALI1_D13315g
YALI0D10681g;YALI1_D13341g
YALI0D10703g;YALI1_D13368g
YALI0D10725g;YALI1_D13388g
YALI0D10747g;YALI1_D13403g
YALI0D10769g;YALI1_D13450g
YALI0D10791g;YALI1_D13496g
YALI0D10813g;YALI1_D13510g
YALI0D10835g;YALI1_D13545g
YALI0D10857g;YALI1_D13574g
YALI0D10879g;YALI1_D13611g
YALI0D10901g;YALI1_D13679g
YALI0D10923g;YALI1_D13686g
YALI0D10945g;YALI1_D13707g
YALI0D10967g;YALI1_D13716g
YALI0D10989g;YALI1_D13788g
YALI0D11000g;YALI1_D13790g
YALI0D11022g;YALI1_D13816g
YALI0D11044g;YALI1_D13865g
YALI0D11066g;YALI1_D13871g
YALI0D11088g;YALI1_D13916g
YALI0D11110g;YALI1_D13963g
YALI0D11125g;YALI1_D13976g
YALI0D11132g;YALI1_D14004g
YALI0D11154r;YALI1_D14012r
YALI0D11176g;YALI1_D14058g
YALI0D11198g;YALI1_D14097g
YALI0D11220g;YALI1_D14104g
YALI0D11242g;YALI1_D14125g
YALI0D11264g;YALI1_D14156g
YALI0D11286g;YALI1_D14180g
YALI0D11308g;YALI1_D14190g
YALI0D11330g;YALI1_D14199g
YALI0D11352g;YALI1_D14224g
YALI0D11374g;YALI1_D14260g
YALI0D11396g;YALI1_D14276g
YALI0D11418g;YALI1_D14300g
YALI0D11440g;YALI1_D14304g
YALI0D11462g;YALI1_D14329g
YALI0D11484g;YALI1_D14333g
YALI0D11506g;YALI1_D14391g
YALI0D11528g;YALI1_D14400g
YALI0D11550g;YALI1_D14423g
YALI0D11572g;YALI1_D14424g
YALI0D11594g;YALI1_D14431g
YALI0D11616g;YALI1_D14453g
YALI0D11627g;YALI1_D14462g
YALI0D11638g;YALI1_D14477g
YALI0D11660g;YALI1_D14489g
YALI0D11682g;YALI1_D14500g
YALI0D11704g;YALI1_D14532g
YALI0D11726g;YALI1_D14560g
YALI0D11748g;YALI1_D14585g
YALI0D11770g;YALI1_D14609g
YALI0D11792g;YALI1_D14628g
YALI0D11814g;YALI1_D14639g
YALI0D11836g;YALI1_D14670g
YALI0D11858g;YALI1_D14695g
YALI0D11880g;YALI1_D14725g
YALI0D11924g;YALI1_D14805g
YALI0D11968g;YALI1_D14840g
YALI0D11990g;YALI1_D14866g
YALI0D12012g;YALI1_D14893g
YALI0D12034r;YALI1_D14896r
;YALI1_D14910g
YALI0D12056g;YALI1_D14915g
YALI0D12078g;YALI1_D14986g
YALI0D12100g;YALI1_D15030g
YALI0D12122g;YALI1_D15063g
YALI0D12144g;YALI1_D15114g
YALI0D12166g;YALI1_D15149g
YALI0D12188g;YALI1_D15181g
YALI0D12210g;YALI1_D15214g
YALI0D12232g;YALI1_D15245g
;YALI1_D15288g
YALI0D12254g;YALI1_D15296g
YALI0D12276g;YALI1_D15304g
YALI0D12298g;YALI1_D15317g
YALI0D12320g;YALI1_D15333g
;YALI1_D15345g
YALI0D12342g;YALI1_D15362g
YALI0D12364g;YALI1_D15367g
YALI0D12386g;YALI1_D15398g
YALI0D12400g;YALI1_D15424g
YALI0D12408g;YALI1_D15458g
YALI0D12430g;YALI1_D15506g
YALI0D12452g;YALI1_D15523g
;YALI1_D15557g
YALI0D12474g;YALI1_D15568g
YALI0D12496g;YALI1_D15597g
YALI0D12518g;YALI1_D15622g
YALI0D12540g;YALI1_D15692g
YALI0D12562g;YALI1_D15696g
YALI0D12584g;YALI1_D15734g
YALI0D12606g;YALI1_D15744g
YALI0D12628g;YALI1_D15792g
;YALI1_D15807g
YALI0D12661g;YALI1_D15848g
YALI0D12683g;YALI1_D15865g
YALI0D12705g;YALI1_D15897g
YALI0D12727g;YALI1_D15902g
YALI0D12749g;YALI1_D15937g
YALI0D12771g;YALI1_D15952g
YALI0D12793g;YALI1_D15963g
YALI0D12815g;YALI1_D15965g
YALI0D12837g;YALI1_D15974g
YALI0D12859g;YALI1_D15983g
YALI0D12881g;YALI1_D16009g
YALI0D12903g;YALI1_D16029g
YALI0D12925g;YALI1_D16047g
YALI0D12947g;YALI1_D16086g
YALI0D12969g;YALI1_D16118g
YALI0D13002g;YALI1_D16144g
YALI0D13024g;YALI1_D16151g
;YALI1_D16166g
YALI0D13046g;YALI1_D16173g
YALI0D13068g;YALI1_D16206g
YALI0D13090g;YALI1_D16236g
YALI0D13104g;YALI1_D16249g
YALI0D13112g;YALI1_D16290g
YALI0D13134g;YALI1_D16314g
;YALI1_D16329g
;YALI1_D16354g
YALI0D13156g;YALI1_D16370g
YALI0D13178g;YALI1_D16431g
YALI0D13200g;YALI1_D16441g
YALI0D13222g;YALI1_D16471g
YALI0D13255g;YALI1_D16531g
YALI0D13288g;YALI1_D16567g
YALI0D13310r;YALI1_D16577r
YALI0D13332r;YALI1_D16582r
YALI0D13376r;YALI1_D16587r
YALI0D13420r;YALI1_D16597r
YALI0D13442g;YALI1_D16609g
YALI0D13464g;YALI1_D16656g
YALI0D13486g;YALI1_D16672g
YALI0D13508g;YALI1_D16679g
YALI0D13530g;YALI1_D16709g
;YALI1_D16729g
YALI0D13552g;YALI1_D16756g
YALI0D13574g;YALI1_D16783g
YALI0D13596g;YALI1_D16809g
YALI0D13618g;YALI1_D16843g
YALI0D13640g;YALI1_D16864g
;YALI1_D16873g
;YALI1_D16879g
YALI0D13662g;YALI1_D16891g
YALI0D13684g;YALI1_D16932g
;YALI1_D16959g
YALI0D13706g;YALI1_D16981g
;YALI1_D16990g
;YALI1_D16997g
;YALI1_D17011g
YALI0D13728g;YALI1_D17030g
YALI0D13750g;YALI1_D17051g
YALI0D13772g;YALI1_D17090g
YALI0D13794g;YALI1_D17108g
YALI0D13838g;YALI1_D17151g
YALI0D13860g;YALI1_D17181g
;YALI1_D17190g
YALI0D13882g;YALI1_D17206g
YALI0D13904g;YALI1_D17249g
YALI0D13926r;YALI1_D17262r
YALI0D13948g;YALI1_D17268g
YALI0D13970g;YALI1_D17299g
YALI0D13992g;YALI1_D17336g
YALI0D14014r;YALI1_D17342r
YALI0D14058g;YALI1_D17355g
YALI0D14080g;YALI1_D17370g
YALI0D14102g;YALI1_D17410g
YALI0D14124r;YALI1_D17424r
YALI0D14168r;YALI1_D17428r
YALI0D14212r;YALI1_D17436r
YALI0D14256r;YALI1_D17445r
YALI0D14300g;YALI1_D17462g
YALI0D14322g;YALI1_D17482g
YALI0D14344g;YALI1_D17493g
YALI0D14366g;YALI1_D17507g
YALI0D14388g;YALI1_D17524g
;YALI1_D17542r
YALI0D14410g;YALI1_D17564g
YALI0D14432g;YALI1_D17577g
YALI0D14454g;YALI1_D17593g
YALI0D14476g;YALI1_D17620g
YALI0D14498g;YALI1_D17666g
YALI0D14520g;YALI1_D17710g
;YALI1_D17725g
;YALI1_D17731g
YALI0D14542g;YALI1_D17770g
YALI0D14564g;YALI1_D17795g
;YALI1_D17814g
YALI0D14586g;YALI1_D17829g
;YALI1_D17832g
;YALI1_D17836g
;YALI1_D17842g
;YALI1_D17844g
YALI0D14608g;YALI1_D17854g
YALI0D14630g;YALI1_D17885g
;YALI1_D17895g
YALI0D14652g;YALI1_D17899g
YALI0D14674g;YALI1_D17930g
YALI0D14696r;YALI1_D17943r
YALI0D14740g;YALI1_D17970g
YALI0D14762g;YALI1_D17983g
YALI0D14784g;YALI1_D18014g
YALI0D14806r;YALI1_D18034r
YALI0D14850g;YALI1_D18037g
;YALI1_D18048g
YALI0D14872g;YALI1_D18089g
;YALI1_D18115g
YALI0D14894g;YALI1_D18130g
YALI0D14916g;YALI1_D18167g
YALI0D14938r;YALI1_D18179r
YALI0D14982g;YALI1_D18190g
YALI0D15004g;YALI1_D18198g
YALI0D15026g;YALI1_D18251g
YALI0D15048g;YALI1_D18274g
;YALI1_D18332g
YALI0D15070g;YALI1_D18373g
YALI0D15092g;YALI1_D18383g
;YALI1_D18392g
YALI0D15114g;YALI1_D18408g
YALI0D15136g;YALI1_D18442g
YALI0D15158g;YALI1_D18475g
YALI0D15180g;YALI1_D18495g
YALI0D15224g;YALI1_D18510g
YALI0D15246g;YALI1_D18555g
;YALI1_D18566g
YALI0D15268g;YALI1_D18577g
YALI0D15304g;YALI1_D18623g
YALI0D15304g;YALI1_D18646g
YALI0D15312g;YALI1_D18673g
YALI0D15334g;YALI1_D18727g
YALI0D15356g;YALI1_D18770g
YALI0D15378g;YALI1_D18833g
YALI0D15400g;YALI1_D18845g
YALI0D15422g;YALI1_D18890g
YALI0D15444g;YALI1_D18943g
YALI0D15466g;YALI1_D18982g
YALI0D15488g;YALI1_D19008g
YALI0D15510g;YALI1_D19018g
YALI0D15532g;YALI1_D19039g
YALI0D15554g;YALI1_D19058g
YALI0D15576g;YALI1_D19087g
YALI0D15598g;YALI1_D19108g
YALI0D15620g;YALI1_D19110g
YALI0D15642g;YALI1_D19134g
;YALI1_D19174g
YALI0D15664g;YALI1_D19187g
;YALI1_D19213g
;YALI1_D19225g
YALI0D15686g;YALI1_D19228g
YALI0D15708g;YALI1_D19252g
YALI0D15730s;YALI1_D19262g
;YALI1_D19287g
YALI0D15752g;YALI1_D19306g
YALI0D15774g;YALI1_D19321g
YALI0D15796g;YALI1_D19338g
YALI0D15818g;YALI1_D19354g
YALI0D15840g;YALI1_D19365g
YALI0D15862g;YALI1_D19515g
;YALI1_D19562g
YALI0D15884r;YALI1_D19566r
YALI0D15906g;YALI1_D19623g
YALI0D15928g;YALI1_D19721g
YALI0D15972g;YALI1_D19775g
YALI0D16016g;YALI1_D19819g
;YALI1_D19829g
YALI0D16054t;YALI1_D19894t
;YALI1_D19899g
YALI0D16137g;YALI1_D19951g
YALI0D16159g;YALI1_D19971g
YALI0D16181g;YALI1_D19980g
YALI0D16203g;YALI1_D20007g
YALI0D16225g;YALI1_D20018g
YALI0D16247g;YALI1_D20050g
YALI0D16269g;YALI1_D20061g
YALI0D16280r;YALI1_D20080r
YALI0D16291g;YALI1_D20118g
YALI0D16313g;YALI1_D20164g
YALI0D16335g;YALI1_D20202g
YALI0D16357g;YALI1_D20222g
YALI0D16379g;YALI1_D20257g
YALI0D16401g;YALI1_D20304g
YALI0D16423g;YALI1_D20329g
;YALI1_D20347g
YALI0D16445g;YALI1_D20359g
YALI0D16467g;YALI1_D20381g
;YALI1_D20398g
YALI0D16489g;YALI1_D20413g
YALI0D16511r;YALI1_D20426r
YALI0D16533r;YALI1_D20436r
YALI0D16555r;YALI1_D20442r
YALI0D16599g;YALI1_D20457g
YALI0D16621r;YALI1_D20464r
YALI0D16643g;YALI1_D20473g
;YALI1_D20496g
;YALI1_D20505g
;YALI1_D20531g
YALI0D16665g;YALI1_D20534g
;YALI1_D20618g
;YALI1_D20637g
YALI0D16687g;YALI1_D20651g
YALI0D16709g;YALI1_D20662g
;YALI1_D20672g
YALI0D16753g;YALI1_D20676g
YALI0D16775g;YALI1_D20695g
YALI0D16797g;YALI1_D20706g
YALI0D16819g;YALI1_D20719g
YALI0D16841g;YALI1_D20758g
YALI0D16863g;YALI1_D20768g
;YALI1_D20784g
YALI0D16885g;YALI1_D20840g
YALI0D16907g;YALI1_D20844g
YALI0D16929g;YALI1_D20885g
YALI0D16940g;YALI1_D20886g
YALI0D16962g;YALI1_D20904g
YALI0D16984g;YALI1_D20931g
YALI0D17006g;YALI1_D20954g
;YALI1_D20968g
YALI0D17028g;YALI1_D20985g
YALI0D17050g;YALI1_D21022g
YALI0D17072g;YALI1_D21023g
YALI0D17086g;YALI1_D21031g
YALI0D17094g;YALI1_D21044g
YALI0D17116g;YALI1_D21076g
YALI0D17138g;YALI1_D21100g
YALI0D17160g;YALI1_D21120g
YALI0D17182g;YALI1_D21145g
YALI0D17204g;YALI1_D21167g
YALI0D17226g;YALI1_D21173g
YALI0D17248g;YALI1_D21191g
YALI0D17270g;YALI1_D21228g
YALI0D17292g;YALI1_D21256g
YALI0D17314g;YALI1_D21327g
YALI0D17336g;YALI1_D21373g
YALI0D17358r;YALI1_D21380r
YALI0D17380g;YALI1_D21385g
YALI0D17402g;YALI1_D21408g
YALI0D17424g;YALI1_D21424g
YALI0D17446g;YALI1_D21458g
YALI0D17468g;YALI1_D21464g
YALI0D17490g;YALI1_D21476g
YALI0D17512g;YALI1_D21501g
YALI0D17534g;YALI1_D21511g
YALI0D17556g;YALI1_D21543g
YALI0D17578g;YALI1_D21553g
YALI0D17600g;YALI1_D21565g
YALI0D17622g;YALI1_D21586g
YALI0D17644g;YALI1_D21599g
YALI0D17666g;YALI1_D21610g
YALI0D17688g;YALI1_D21631g
;YALI1_D21648g
YALI0D17710g;YALI1_D21667g
YALI0D17732g;YALI1_D21702g
;YALI1_D21795g
YALI0D17754g;YALI1_D21830g
YALI0D17776g;YALI1_D21847g
;YALI1_D21851t
;YALI1_D21857t
;YALI1_D21938g
;YALI1_D21968g
;YALI1_D21974g
;YALI1_D21978g
YALI0D17798g;YALI1_D21986g
;YALI1_D22018g
;YALI1_D22043g
YALI0D17820g;YALI1_D22044g
YALI0D17820g;YALI1_D22053g
YALI0D17842g;YALI1_D22083g
YALI0D17864g;YALI1_D22124g
;YALI1_D22143g
;YALI1_D22145g
YALI0D17886g;YALI1_D22157g
YALI0D17908r;YALI1_D22199r
;YALI1_D22208g
YALI0D17930g;YALI1_D22237g
YALI0D17952g;YALI1_D22247g
YALI0D17974g;YALI1_D22274g
YALI0D17988g;YALI1_D22313g
;YALI1_D22319g
YALI0D17996g;YALI1_D22342g
YALI0D18018g;YALI1_D22368g
YALI0D18040g;YALI1_D22401g
YALI0D18062g;YALI1_D22413g
;YALI1_D22471g
;YALI1_D22476g
;YALI1_D22485g
;YALI1_D22538g
YALI0D18084g;YALI1_D22568g
YALI0D18106g;YALI1_D22636g
YALI0D18128g;YALI1_D22663g
;YALI1_D22691g
YALI0D18150g;YALI1_D22704g
YALI0D18172g;YALI1_D22727g
YALI0D18194g;YALI1_D22759g
YALI0D18216g;YALI1_D22768g
YALI0D18249g;YALI1_D22804g
YALI0D18271g;YALI1_D22834g
YALI0D18293g;YALI1_D22864g
YALI0D18315g;YALI1_D22888g
YALI0D18337g;YALI1_D22906g
;YALI1_D22922g
;YALI1_D22932g
YALI0D18359g;YALI1_D22961g
YALI0D18381g;YALI1_D22997g
YALI0D18403g;YALI1_D23067g
YALI0D18436g;YALI1_D23094g
YALI0D18458g;YALI1_D23128g
YALI0D18480g;YALI1_D23142g
YALI0D18502g;YALI1_D23169g
YALI0D18546g;YALI1_D23224g
;YALI1_D23235g
YALI0D18568g;YALI1_D23237g
YALI0D18590g;YALI1_D23265g
YALI0D18612g;YALI1_D23274g
YALI0D18634g;YALI1_D23337g
;YALI1_D23359g
YALI0D18656g;YALI1_D23377g
YALI0D18678g;YALI1_D23479g
;YALI1_D23524g
;YALI1_D23550g
;YALI1_D23561g
YALI0D18700g;YALI1_D23575g
;YALI1_D23612g
YALI0D18722g;YALI1_D23622g
YALI0D18744g;YALI1_D23653g
;YALI1_D23668g
YALI0D18766g;YALI1_D23688g
YALI0D18788g;YALI1_D23693g
;YALI1_D23721g
YALI0D18810g;YALI1_D23730g
YALI0D18832g;YALI1_D23753g
YALI0D18854g;YALI1_D23785g
;YALI1_D23845t
YALI0D26433g:3;YALI1_D23866t
YALI0D18876g;YALI1_D23885g
YALI0D18898g;YALI1_D23934g
YALI0D18920g;YALI1_D23995g
YALI0D18942g;YALI1_D24026g
;YALI1_D24037g
YALI0D18964g;YALI1_D24054g
YALI0D18986g;YALI1_D24069g
YALI0D19008g;YALI1_D24095g
YALI0D19030g;YALI1_D24109g
YALI0D19052g;YALI1_D24127g
;YALI1_D24130g
YALI0D19074g;YALI1_D24138g
YALI0D19096g;YALI1_D24182g
YALI0D19118g;YALI1_D24225g
YALI0D19140g;YALI1_D24249g
YALI0D19162g;YALI1_D24308g
YALI0D19184g;YALI1_D24333g
YALI0D19206g;YALI1_D24361g
YALI0D19228g;YALI1_D24375g
YALI0D19250g;YALI1_D24387g
YALI0D19272g;YALI1_D24398g
YALI0D19294g;YALI1_D24425g
;YALI1_D24435r
YALI0D19305r;YALI1_D24436r
;YALI1_D24466g
;YALI1_D24490g
;YALI1_D24505g
YALI0D19316g;YALI1_D24508g
YALI0D19338g;YALI1_D24546g
YALI0D19360g;YALI1_D24580g
YALI0D19382g;YALI1_D24626g
YALI0D19426g;YALI1_D24649g
YALI0D19448g;YALI1_D24687g
YALI0D19470g;YALI1_D24718g
;YALI1_D24719g
YALI0D19492g;YALI1_D24745g
YALI0D19514g;YALI1_D24751g
YALI0D19536g;YALI1_D24770g
;YALI1_D24809g
YALI0D19558g;YALI1_D24836g
YALI0D19580g;YALI1_D24892g
YALI0D19602g;YALI1_D24918g
YALI0D19624g;YALI1_D24941g
YALI0D19646g;YALI1_D24961g
YALI0D19668t;YALI1_D24982t
YALI0D19690r;YALI1_D24985r
YALI0D19734g;YALI1_D24997g
;YALI1_D25006g
YALI0D19756g;YALI1_D25037g
;YALI1_D25063g
YALI0D19778g;YALI1_D25104g
YALI0D19822g;YALI1_D25137g
YALI0D19844g;YALI1_D25151g
;YALI1_D25175g
YALI0D19866g;YALI1_D25178g
YALI0D19888g;YALI1_D25208g
YALI0D19910g;YALI1_D25216g
YALI0D19932g;YALI1_D25233g
YALI0D19954g;YALI1_D25250g
YALI0D19976g;YALI1_D25255g
YALI0D19998g;YALI1_D25288g
YALI0D20020g;YALI1_D25289g
YALI0D20042g;YALI1_D25330g
;YALI1_D25337g
YALI0D20064g;YALI1_D25359g
YALI0D20086g;YALI1_D25370g
YALI0D20108g;YALI1_D25400g
YALI0D20130g;YALI1_D25419g
YALI0D20152g;YALI1_D25450g
YALI0D20174g;YALI1_D25472g
YALI0D20196g;YALI1_D25529g
;YALI1_D25563g
YALI0D20218g;YALI1_D25606g
YALI0D20240g;YALI1_D25616g
YALI0D20262g;YALI1_D25664g
YALI0D20284r;YALI1_D25680r
YALI0D20306g;YALI1_D25715g
YALI0D20328g;YALI1_D25744g
YALI0D20350g;YALI1_D25786g
YALI0D20394g;YALI1_D25813g
;YALI1_D25831g
YALI0D20416g;YALI1_D25851g
;YALI1_D25856g
;YALI1_D25877g
;YALI1_D25885g
YALI0D20438g;YALI1_D25899g
YALI0D20460g;YALI1_D25968g
YALI0D20482g;YALI1_D26006g
;YALI1_D26030g
YALI0D20504g;YALI1_D26036g
YALI0D20526g;YALI1_D26051g
;YALI1_D26064g
;YALI1_D26082g
YALI0D20548g;YALI1_D26084g
YALI0D20570g;YALI1_D26114g
YALI0D20592g;YALI1_D26142g
YALI0D20614g;YALI1_D26146g
YALI0D20636g;YALI1_D26186g
YALI0D20658g;YALI1_D26218g
;YALI1_D26242g
YALI0D20680g;YALI1_D26263g
YALI0D20702g;YALI1_D26316g
YALI0D20724g;YALI1_D26320g
YALI0D20746r;YALI1_D26336r
YALI0D20768g;YALI1_D26360g
YALI0D20790g;YALI1_D26394g
;YALI1_D26409g
YALI0D20834g;YALI1_D26438g
;YALI1_D26454g
YALI0D20856g;YALI1_D26467g
YALI0D20878g;YALI1_D26496g
YALI0D20900g;YALI1_D26511g
YALI0D20922g;YALI1_D26529g
YALI0D20944g;YALI1_D26559g
YALI0D20966g;YALI1_D26586g
YALI0D21010g;YALI1_D26610g
YALI0D21032g;YALI1_D26639g
YALI0D21076g;YALI1_D26666g
YALI0D21098g;YALI1_D26671g
YALI0D21120g;YALI1_D26721g
YALI0D21142g;YALI1_D26730g
;YALI1_D26749g
YALI0D21164g;YALI1_D26759g
YALI0D21186g;YALI1_D26765g
YALI0D21197r;YALI1_D26787r
YALI0D21208g;YALI1_D26808g
YALI0D21230g;YALI1_D26844g
;YALI1_D26934g
;YALI1_D26943g
YALI0D21318g;YALI1_D26956g
YALI0D21329g;YALI1_D26963g
YALI0D21340g;YALI1_D26978g
;YALI1_D26988g
YALI0D21362g;YALI1_D26993g
YALI0D21384g;YALI1_D27044g
YALI0D21406g;YALI1_D27057g
YALI0D21428g;YALI1_D27068g
YALI0D21450g;YALI1_D27074g
YALI0D21472g;YALI1_D27100g
YALI0D21494g;YALI1_D27126g
;YALI1_D27133g
YALI0D21530g;YALI1_D27148g
YALI0D21538g;YALI1_D27163g
YALI0D21560g;YALI1_D27181g
YALI0D21582g;YALI1_D27235g
YALI0D21593g;YALI1_D27251g
YALI0D21604g;YALI1_D27274g
YALI0D21626g;YALI1_D27297g
YALI0D21648g;YALI1_D27324g
YALI0D21670g;YALI1_D27339g
YALI0D21684g;YALI1_D27385g
YALI0D21692g;YALI1_D27450g
YALI0D21725g;YALI1_D27500g
YALI0D21769g;YALI1_D27547g
YALI0D21802g;YALI1_D27599g
YALI0D21890g;YALI1_D27637g
YALI0D21912g;YALI1_D27718g
YALI0D21934g;YALI1_D27748g
YALI0D21956g;YALI1_D27762g
;YALI1_D27765g
YALI0D21978g;YALI1_D27780g
YALI0D22000g;YALI1_D27808g
YALI0D22022g;YALI1_D27826g
YALI0D22044g;YALI1_D27844g
YALI0D22066g;YALI1_D27867g
YALI0D22088g;YALI1_D27884g
YALI0D22110g;YALI1_D27912g
;YALI1_D27934g
;YALI1_D27946g
YALI0D22132g;YALI1_D27995g
YALI0D22154g;YALI1_D28003g
YALI0D22176r;YALI1_D28030r
YALI0D22220g;YALI1_D28033g
;YALI1_D28062g
YALI0D22242g;YALI1_D28064g
YALI0D22264g;YALI1_D28087g
YALI0D22286g;YALI1_D28150g
YALI0D22308g;YALI1_D28213g
YALI0D22330g;YALI1_D28221g
;YALI1_D28242g
;YALI1_D28259g
YALI0D22352g;YALI1_D28273g
YALI0D22374r;YALI1_D28307r
YALI0D22396g;YALI1_D28351g
;YALI1_D28354g
;YALI1_D28383g
YALI0D22418g;YALI1_D28404g
;YALI1_D28437g
YALI0D22440g;YALI1_D28518g
YALI0D22462g;YALI1_D28537g
YALI0D22484g;YALI1_D28569g
YALI0D22506g;YALI1_D28630g
YALI0D22520g;YALI1_D28646g
YALI0D22550g;YALI1_D28726g
;YALI1_D28782g
YALI0D22572g;YALI1_D28825g
YALI0D22594g;YALI1_D28842g
YALI0D22616g;YALI1_D28890g
YALI0D22638g;YALI1_D28934g
;YALI1_D28963g
;YALI1_D28973g
;YALI1_D28993g
;YALI1_D28999g
;YALI1_D29013g
;YALI1_D29020g
;YALI1_D29053g
;YALI1_D29074g
;YALI1_D29081g
YALI0D22660g;YALI1_D29109g
YALI0D22682g;YALI1_D29203g
YALI0D22704r;YALI1_D29211r
;YALI1_D29215g
YALI0D22748g;YALI1_D29237g
YALI0D22770g;YALI1_D29279g
YALI0D22803g;YALI1_D29335g
YALI0D22825g;YALI1_D29371g
YALI0D22847g;YALI1_D29419g
YALI0D22869g;YALI1_D29457g
YALI0D22891g;YALI1_D29481g
YALI0D22905r;YALI1_D29500r
YALI0D22913g;YALI1_D29523g
YALI0D22935g;YALI1_D29549g
;YALI1_D29595g
YALI0D22957g;YALI1_D29626g
;YALI1_D29630g
YALI0D22979g;YALI1_D29668g
YALI0D23001g;YALI1_D29699g
YALI0D23023g;YALI1_D29703g
YALI0D23045g;YALI1_D29728g
YALI0D23067g;YALI1_D29768g
YALI0D23089r;YALI1_D29803r
YALI0D23133g;YALI1_D29831g
;YALI1_D29841g
YALI0D23155g;YALI1_D29852g
YALI0D23177g;YALI1_D29910g
;YALI1_D29939g
YALI0D23199g;YALI1_D29951g
YALI0D23221g;YALI1_D29966g
YALI0D23243g;YALI1_D29994g
;YALI1_D30003g
YALI0D23265g;YALI1_D30058g
YALI0D23287g;YALI1_D30097g
YALI0D23309g;YALI1_D30161g
YALI0D23331g;YALI1_D30196g
YALI0D23353g;YALI1_D30224g
YALI0D23375g;YALI1_D30230g
;YALI1_D30241g
YALI0D23386g;YALI1_D30249g
YALI0D23397g;YALI1_D30256g
YALI0D23419g;YALI1_D30285g
YALI0D23441g;YALI1_D30319g
YALI0D23463g;YALI1_D30324g
;YALI1_D30383g
;YALI1_D30395g
YALI0D23507r;YALI1_D30444r
YALI0D23485g;YALI1_D30420g
